,PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
593,593,3,"O'Donoghue, Ms. Bridget",female,,0,0,364856,7.75,,Q
594,594,1,"Borebank, Mr. John James",male,42.0,0,0,110489,26.55,D22,S
595,595,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30.0,D45,S
596,596,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C
597,597,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S
598,598,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48.0,1,1,13567,79.2,B41,C
599,599,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,,S
600,600,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S
601,601,3,"Sheerlinck, Mr. Jan Baptist",male,29.0,0,0,345779,9.5,,S
602,602,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,,S
603,603,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S
604,604,3,"Devaney, Miss. Margaret Delia",female,19.0,0,0,330958,7.8792,,Q
605,605,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,,S
606,606,3,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,370370,7.75,,Q
607,607,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S
608,608,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,B51 B53 B55,S
609,609,2,"Nesson, Mr. Israel",male,26.0,0,0,244368,13.0,F2,S
610,610,2,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,,C
611,611,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",female,45.0,0,0,2696,7.225,,C
612,612,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C
613,613,1,"Ryerson, Master. John Borie",male,13.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C
614,614,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S
615,615,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,,Q
616,616,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S
617,617,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,,S
618,618,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,,S
619,619,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",female,36.0,0,2,C.A. 37671,15.9,,S
620,620,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,C46,S
621,621,2,"Clarke, Mr. Charles Valentine",male,29.0,1,0,2003,26.0,,S
622,622,1,"Ovies y Rodriguez, Mr. Servando",male,28.5,0,0,PC 17562,27.7208,D43,C
623,623,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,,C
624,624,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S
625,625,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S
626,626,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,S
627,627,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,C
628,628,3,"Moutal, Mr. Rahamin Haim",male,,0,0,374746,8.05,,S
629,629,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S
630,630,2,"Herman, Miss. Kate",female,24.0,1,2,220845,65.0,,S
631,631,2,"Swane, Mr. George",male,18.5,0,0,248734,13.0,F,S
632,632,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,,S
633,633,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,,S
634,634,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C50,C
635,635,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,21228,82.2667,B45,S
636,636,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,55.0,0,0,112377,27.7208,,C
637,637,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,,S
638,638,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,,S
639,639,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,,S
640,640,3,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,S
641,641,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,,S
642,642,2,"Myles, Mr. Thomas Francis",male,62.0,0,0,240276,9.6875,,Q
643,643,3,"Mahon, Miss. Bridget Delia",female,,0,0,330924,7.8792,,Q
644,644,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,,S
645,645,2,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,C.A. 15185,10.5,,S
646,646,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,,S
647,647,3,"Pekoniemi, Mr. Edvard",male,21.0,0,0,STON/O 2. 3101294,7.925,,S
648,648,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,S
649,649,3,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077,31.3875,,S
650,650,1,"Julian, Mr. Henry Forbes",male,50.0,0,0,113044,26.0,E60,S
651,651,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,,S
652,652,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,,C
653,653,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S
654,654,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,,S
655,655,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,,S
656,656,3,"Johansson Palmquist, Mr. Oskar Leander",male,26.0,0,0,347070,7.775,,S
657,657,2,"Gilbert, Mr. William",male,47.0,0,0,C.A. 30769,10.5,,S
658,658,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,,S
659,659,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S
660,660,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,,S
661,661,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,,S
662,662,3,"Moss, Mr. Albert Johan",male,,0,0,312991,7.775,,S
663,663,3,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,,S
664,664,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C
665,665,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S
666,666,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S
667,667,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,,S
668,668,3,"Larsson-Rondberg, Mr. Edvard A",male,22.0,0,0,347065,7.775,,S
669,669,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,,S
670,670,3,"Glynn, Miss. Mary Agatha",female,,0,0,335677,7.75,,Q
671,671,2,"Phillips, Mr. Escott Robert",male,43.0,0,1,S.O./P.P. 2,21.0,,S
672,672,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,,S
673,673,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0.0,,S
674,674,3,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0,0,347465,7.8542,,S
675,675,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C
676,676,3,"Ford, Mr. Edward Watson",male,18.0,2,2,W./C. 6608,34.375,,S
677,677,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,1,0,350026,14.1083,,S
678,678,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C
679,679,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,,S
680,680,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,C2,S
681,681,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,,S
682,682,3,"Masselmani, Mrs. Fatima",female,,0,0,2649,7.225,,C
683,683,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,,S
684,684,3,"McNeill, Miss. Bridget",female,,0,0,370368,7.75,,Q
685,685,3,"Reynolds, Mr. Harold J",male,21.0,0,0,342684,8.05,,S
686,686,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,,S
687,687,3,"Boulos, Master. Akar",male,6.0,1,1,2678,15.2458,,C
688,688,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S
689,689,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S
690,690,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,,S
691,691,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,,S
692,692,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C
693,693,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,,S
694,694,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S
695,695,2,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,W./C. 14260,10.5,,S
696,696,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,S
697,697,3,"Mardirosian, Mr. Sarkis",male,,0,0,2655,7.2292,F E46,C
698,698,3,"Vartanian, Mr. David",male,22.0,0,0,2658,7.225,,C
699,699,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,,S
700,700,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S
701,701,3,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,,C
702,702,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S
703,703,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S
704,704,3,"Rogers, Mr. William John",male,,0,0,S.C./A.4. 23567,8.05,,S
705,705,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0.0,,S
706,706,3,"Aks, Master. Philip Frank",male,0.83,0,1,392091,9.35,,S
707,707,3,"Pokrnic, Mr. Tome",male,24.0,0,0,315092,8.6625,,S
708,708,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,,S
709,709,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,,Q
710,710,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,,1,0,2660,14.4542,,C
711,711,3,"Olsson, Mr. Oscar Wilhelm",male,32.0,0,0,347079,7.775,,S
712,712,3,"Lennon, Miss. Mary",female,,1,0,370371,15.5,,Q
713,713,3,"Ryan, Mr. Edward",male,,0,0,383162,7.75,,Q
714,714,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,27.0,1,1,PC 17558,247.5208,B58 B60,C
715,715,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,S
716,716,1,"Spencer, Mr. William Augustus",male,57.0,1,0,PC 17569,146.5208,B78,C
717,717,3,"Crease, Mr. Ernest James",male,19.0,0,0,S.P. 3464,8.1583,,S
718,718,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,,Q
719,719,3,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,,S
720,720,3,"Cann, Mr. Ernest Charles",male,21.0,0,0,A./5. 2152,8.05,,S
721,721,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,,S
722,722,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,S
723,723,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31.0,1,0,345763,18.0,,S
724,724,1,"Rowe, Mr. Alfred G",male,33.0,0,0,113790,26.55,,S
725,725,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,,S
726,726,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S
727,727,3,"Klasen, Miss. Gertrud Emilia",female,1.0,1,1,350405,12.1833,,S
728,728,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S
729,729,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,PC 17483,221.7792,C55 C57,S
730,730,2,"Howard, Mr. Benjamin",male,63.0,1,0,24065,26.0,,S
731,731,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Q
732,732,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S
733,733,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,C
734,734,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C68,C
735,735,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,,S
736,736,3,"Samaan, Mr. Youssef",male,,2,0,2662,21.6792,,C
737,737,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,,S
738,738,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,,S
739,739,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S
740,740,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,,S
741,741,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,,S
742,742,1,"Head, Mr. Christopher",male,42.0,0,0,113038,42.5,B11,S
743,743,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,,S
744,744,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,S
745,745,3,"Peter, Master. Michael J",male,,1,1,2668,22.3583,,C
746,746,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,,S
747,747,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,S
748,748,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S
749,749,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",male,42.0,0,0,17475,26.55,,S
750,750,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,30.0,D6,S
751,751,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S
752,752,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,SC/AH 29037,26.0,,S
753,753,1,"Carrau, Mr. Francisco M",male,28.0,0,0,113059,47.1,,S
754,754,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,,C
755,755,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S
756,756,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,C
757,757,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,,S
758,758,3,"Assam, Mr. Ali",male,23.0,0,0,SOTON/O.Q. 3101309,7.05,,S
759,759,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,,S
760,760,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,C
761,761,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,0,0,2657,7.2292,,C
762,762,1,"Bonnell, Miss. Caroline",female,30.0,0,0,36928,164.8667,C7,S
763,763,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,,C
764,764,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S
765,765,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,C
766,766,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,,S
767,767,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S
768,768,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q
769,769,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S
770,770,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S
771,771,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S
772,772,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,C
773,773,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C
774,774,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C
775,775,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23.0,1,0,21228,82.2667,B45,S
776,776,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,,S
777,777,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,,S
778,778,3,"Goodwin, Master. William Frederick",male,11.0,5,2,CA 2144,46.9,,S
779,779,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S
780,780,1,"Chisholm, Mr. Roderick Robert Crispin",male,,0,0,112051,0.0,,S
781,781,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,,S
782,782,3,"Samaan, Mr. Elias",male,,2,0,2662,21.6792,,C
783,783,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,,C
784,784,2,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,28034,10.5,,S
785,785,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q
786,786,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,,S
787,787,3,"Lam, Mr. Len",male,,0,0,1601,56.4958,,S
788,788,3,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,,S
789,789,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,,S
790,790,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C
791,791,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58.0,0,1,PC 17755,512.3292,B51 B53 B55,C
792,792,2,"Wright, Miss. Marion",female,26.0,0,0,220844,13.5,,S
793,793,1,"Schabert, Mrs. Paul (Emma Mock)",female,35.0,1,0,13236,57.75,C28,C
794,794,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q
795,795,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,,C
796,796,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C
797,797,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C
798,798,3,"Pokrnic, Mr. Mate",male,17.0,0,0,315095,8.6625,,S
799,799,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S
800,800,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,S
801,801,2,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1,1,S.C./PARIS 2079,37.0042,,C
802,802,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,,S
803,803,3,"Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,S
804,804,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S
805,805,3,"Dyker, Mr. Adolf Fredrik",male,23.0,1,0,347072,13.9,,S
806,806,3,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,,Q
807,807,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,S
808,808,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S
809,809,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S
810,810,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,,C
811,811,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,,S
812,812,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,,S
813,813,1,"White, Mr. Richard Frasar",male,21.0,0,1,35281,77.2875,D26,S
814,814,2,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,,S
815,815,3,"Attalah, Miss. Malake",female,17.0,0,0,2627,14.4583,,C
816,816,3,"Roth, Miss. Sarah A",female,,0,0,342712,8.05,,S
817,817,3,"Chronopoulos, Mr. Apostolos",male,26.0,1,0,2680,14.4542,,C
818,818,3,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,,S
819,819,3,"Khalil, Mr. Betros",male,,1,0,2660,14.4542,,C
820,820,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,,Q
821,821,1,"Hilliard, Mr. Herbert Henry",male,,0,0,17463,51.8625,E46,S
822,822,3,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,348122,7.65,F G63,S
823,823,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,B96 B98,S
824,824,1,"Crafton, Mr. John Bertram",male,,0,0,113791,26.55,,S
825,825,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,S
826,826,3,"Sirayanian, Mr. Orsen",male,22.0,0,0,2669,7.2292,,C
827,827,3,"Dean, Mr. Bertram Frank",male,26.0,1,2,C.A. 2315,20.575,,S
828,828,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q
829,829,1,"Keeping, Mr. Edwin",male,32.5,0,0,113503,211.5,C132,C
830,830,1,"Salomon, Mr. Abraham L",male,,0,0,111163,26.0,,S
831,831,2,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0,0,242963,13.0,,S
832,832,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,,S
833,833,2,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,,S
834,834,3,"Palsson, Miss. Torborg Danira",female,8.0,3,1,349909,21.075,,S
835,835,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,,S
836,836,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,E44,S
837,837,3,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,,S
838,838,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,C
839,839,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,S
840,840,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,,C
841,841,3,"Ware, Mr. Frederick",male,,0,0,359309,8.05,,S
842,842,2,"Kantor, Mr. Sinai",male,34.0,1,0,244367,26.0,,S
843,843,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36.0,0,2,350405,12.1833,,S
844,844,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,,,S
845,845,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S
846,846,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S
847,847,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,,S
848,848,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,,S
849,849,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,,S
850,850,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S
851,851,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S
852,852,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S
853,853,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q
854,854,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S
855,855,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S
856,856,1,"Baumann, Mr. John D",male,,0,0,PC 17318,25.925,,S
857,857,3,"Nicola-Yarred, Miss. Jamila",female,14.0,1,0,2651,11.2417,,C
858,858,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,,S
859,859,3,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,,S
860,860,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,,S
861,861,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,C
862,862,2,"Rugg, Miss. Emily",female,21.0,0,0,C.A. 31026,10.5,,S
863,863,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,B28,
864,864,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S
865,865,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,,S
866,866,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,,S
867,867,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,S
868,868,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,1,0,347072,13.9,,S
869,869,3,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C
870,870,2,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,C.A. 33111,10.5,,S
871,871,1,"Stewart, Mr. Albert A",male,,0,0,PC 17605,27.7208,,C
872,872,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C68,C
873,873,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727,25.5875,E58,S
874,874,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S
875,875,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S
876,876,1,"Chaudanson, Miss. Victorine",female,36.0,0,0,PC 17608,262.375,B61,C
877,877,3,"Pedersen, Mr. Olaf",male,,0,0,345498,7.775,,S
878,878,3,"Staneff, Mr. Ivan",male,,0,0,349208,7.8958,,S
879,879,2,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,S.O./P.P. 2,21.0,,S
880,880,2,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,SC/PARIS 2147,13.8583,,C
881,881,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,,S
882,882,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S
883,883,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,,S
884,884,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q
885,885,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C
886,886,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q
887,887,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,,S
888,888,3,"Risien, Mrs. Samuel (Emma)",female,,0,0,364498,14.5,,S
889,889,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",female,,0,2,2661,15.2458,,C
890,890,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,,C
